2017-05-30T21:40:14+0000 [-] unauthorized login: 
2017-05-30T21:40:14+0000 [twisted.internet.defer#critical] Unhandled error in Deferred:
2017-05-30T21:40:14+0000 [twisted.internet.defer#critical] 
	Traceback (most recent call last):
	  File "/home/cowrie/cowrie/cowrie-env/local/lib/python2.7/site-packages/twisted/internet/base.py", line 1252, in mainLoop
2017-05-30T21:48:04+0000 [SSHChannel None (122) on SSHService 'ssh-connection' on HoneyPotSSHTransport,22,91.230.47.81] failed to connect: Connection refused
2017-05-30T21:48:04+0000 [SSHChannel None (122) on SSHService 'ssh-connection' on HoneyPotSSHTransport,22,91.230.47.81] sending close 122
2017-05-30T21:48:04+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:48:04+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 188.125.69.79:25 from localhost:5556
2017-05-30T21:48:13+0000 [cowrie.telnet.transport.HoneyPotTelnetFactory] New connection: 64.138.196.32:35403 (10.8.41.81:2223) [session: TT511]
2017-05-30T21:48:14+0000 [CowrieTelnetTransport,511,64.138.196.32] login attempt: 2
2017-05-30T21:48:14+0000 [CowrieTelnetTransport,511,64.138.196.32] login return, expect: [root/7ujMko0admin]
2017-05-30T21:48:16+0000 [CowrieTelnetTransport,511,64.138.196.32] login attempt [root/klv1234] failed
2017-05-30T21:48:16+0000 [CowrieTelnetTransport,511,64.138.196.32] Warning: state changed and new state returned
2017-05-30T21:48:18+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:48:18+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 66.196.118.36:25 from localhost:5556
2017-05-30T21:48:18+0000 [CowrieTelnetTransport,511,64.138.196.32] login attempt: 3
2017-05-30T21:48:18+0000 [CowrieTelnetTransport,511,64.138.196.32] login return, expect: [root/7ujMko0admin]
2017-05-30T21:48:19+0000 [CowrieTelnetTransport,511,64.138.196.32] login attempt [enable\x00/system\x00] failed
2017-05-30T21:48:19+0000 [CowrieTelnetTransport,511,64.138.196.32] Warning: state changed and new state returned
2017-05-30T21:48:20+0000 [CowrieTelnetTransport,511,64.138.196.32] login attempt: 4
2017-05-30T21:48:20+0000 [CowrieTelnetTransport,511,64.138.196.32] login return, expect: [root/7ujMko0admin]
2017-05-30T21:48:22+0000 [CowrieTelnetTransport,511,64.138.196.32] login attempt [shell\x00/sh\x00] failed
2017-05-30T21:48:22+0000 [CowrieTelnetTransport,511,64.138.196.32] Warning: state changed and new state returned
2017-05-30T21:48:23+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:48:23+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 66.196.118.240:25 from localhost:5556
2017-05-30T21:48:24+0000 [SSHChannel None (348) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp forward to 188.125.69.79:25 with data 'QUIT\r\n'
2017-05-30T21:48:24+0000 [SSHChannel None (348) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] failed to connect: Connection refused
2017-05-30T21:48:24+0000 [SSHChannel None (348) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] sending close 348
2017-05-30T21:48:24+0000 [SSHChannel None (348) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote eof
2017-05-30T21:48:24+0000 [SSHChannel None (348) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote close
2017-05-30T21:48:53+0000 [CowrieTelnetTransport,511,64.138.196.32] Connection lost after 39 seconds
2017-05-30T21:48:53+0000 [cowrie.telnet.transport.HoneyPotTelnetFactory] New connection: 64.138.196.32:35682 (10.8.41.81:2223) [session: TT512]
2017-05-30T21:48:54+0000 [CowrieTelnetTransport,512,64.138.196.32] login attempt: 5
2017-05-30T21:48:54+0000 [CowrieTelnetTransport,512,64.138.196.32] login return, expect: [root/7ujMko0admin]
2017-05-30T21:48:56+0000 [CowrieTelnetTransport,512,64.138.196.32] login attempt [admin/password] failed
2017-05-30T21:48:56+0000 [CowrieTelnetTransport,512,64.138.196.32] Warning: state changed and new state returned
2017-05-30T21:48:58+0000 [CowrieTelnetTransport,512,64.138.196.32] login attempt: 6
2017-05-30T21:48:58+0000 [CowrieTelnetTransport,512,64.138.196.32] login return, expect: [root/7ujMko0admin]
2017-05-30T21:48:59+0000 [CowrieTelnetTransport,512,64.138.196.32] login attempt [enable\x00/system\x00] failed
2017-05-30T21:48:59+0000 [CowrieTelnetTransport,512,64.138.196.32] Warning: state changed and new state returned
2017-05-30T21:48:59+0000 [SSHChannel None (349) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp forward to 98.138.112.33:25 with data 'QUIT\r\n'
2017-05-30T21:48:59+0000 [SSHChannel None (349) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] failed to connect: Connection refused
2017-05-30T21:48:59+0000 [SSHChannel None (349) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] sending close 349
2017-05-30T21:48:59+0000 [SSHChannel None (349) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote eof
2017-05-30T21:48:59+0000 [SSHChannel None (349) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote close
2017-05-30T21:49:00+0000 [CowrieTelnetTransport,512,64.138.196.32] login attempt: 7
2017-05-30T21:49:00+0000 [CowrieTelnetTransport,512,64.138.196.32] login return, expect: [root/7ujMko0admin]
2017-05-30T21:49:02+0000 [CowrieTelnetTransport,512,64.138.196.32] login attempt [shell\x00/sh\x00] failed
2017-05-30T21:49:02+0000 [CowrieTelnetTransport,512,64.138.196.32] Warning: state changed and new state returned
2017-05-30T21:49:05+0000 [SSHChannel None (350) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp forward to 66.196.118.33:25 with data 'QUIT\r\n'
2017-05-30T21:49:05+0000 [SSHChannel None (350) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] failed to connect: Connection refused
2017-05-30T21:49:05+0000 [SSHChannel None (350) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] sending close 350
2017-05-30T21:49:05+0000 [SSHChannel None (350) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote eof
2017-05-30T21:49:05+0000 [SSHChannel None (350) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote close
2017-05-30T21:49:14+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] got channel 'direct-tcpip' request
2017-05-30T21:49:14+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] direct-tcp connection request to 87.240.165.81:443 from localhost:5556
2017-05-30T21:49:14+0000 [SSHChannel None (103) on SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] direct-tcp forward to 87.240.165.81:443 with data "\x16\x03\x01\x01.\x01\x00\x01*\x03\x03v\x96\xf0y\x05\x18j\xd2\xc7\x13\xae\xac;\x8e\x10\xf6\x96Y\xc5\x88\xac\xdd\xe2x\xa7#v\xdf^\x93bZ\x00\x00\xac\xc00\xc0,\xc0(\xc0$\xc0\x14\xc0\n\x00\xa5\x00\xa3\x00\xa1\x00\x9f\x00k\x00j\x00i\x00h\x009\x008\x007\x006\x00\x88\x00\x87\x00\x86\x00\x85\xc02\xc0.\xc0*\xc0&\xc0\x0f\xc0\x05\x00\x9d\x00=\x005\x00\x84\xc0/\xc0+\xc0'\xc0#\xc0\x13\xc0\t\x00\xa4\x00\xa2\x00\xa0\x00\x9e\x00g\x00@\x00?\x00>\x003\x002\x001\x000\x00\x9a\x00\x99\x00\x98\x00\x97\x00E\x00D\x00C\x00B\xc01\xc0-\xc0)\xc0%\xc0\x0e\xc0\x04\x00\x9c\x00<\x00/\x00\x96\x00A\x00\x07\xc0\x11\xc0\x07\xc0\x0c\xc0\x02\x00\x05\x00\x04\xc0\x12\xc0\x08\x00\x16\x00\x13\x00\x10\x00\r\xc0\r\xc0\x03\x00\n\x00\xff\x01\x00\x00U\x00\x0b\x00\x04\x03\x00\x01\x02\x00\n\x00\x1c\x00\x1a\x00\x17\x00\x19\x00\x1c\x00\x1b\x00\x18\x00\x1a\x00\x16\x00\x0e\x00\r\x00\x0b\x00\x0c\x00\t\x00\n\x00#\x00\x00\x00\r\x00 \x00\x1e\x06\x01\x06\x02\x06\x03\x05\x01\x05\x02\x05\x03\x04\x01\x04\x02\x04\x03\x03\x01\x03\x02\x03\x03\x02\x01\x02\x02\x02\x03\x00\x0f\x00\x01\x01"
2017-05-30T21:49:14+0000 [SSHChannel None (103) on SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] failed to connect: Connection refused
2017-05-30T21:49:14+0000 [SSHChannel None (103) on SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] sending close 103
2017-05-30T21:49:19+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:49:19+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 104.44.194.232:25 from localhost:5556
2017-05-30T21:49:34+0000 [SSHChannel None (351) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp forward to 98.136.217.203:25 with data 'QUIT\r\n'
2017-05-30T21:49:34+0000 [SSHChannel None (351) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] failed to connect: Connection refused
2017-05-30T21:49:34+0000 [SSHChannel None (351) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] sending close 351
2017-05-30T21:49:34+0000 [SSHChannel None (351) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote eof
2017-05-30T21:49:34+0000 [SSHChannel None (351) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote close
2017-05-30T21:49:34+0000 [CowrieTelnetTransport,512,64.138.196.32] Connection lost after 40 seconds
2017-05-30T21:49:34+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:49:34+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 65.55.92.152:25 from localhost:5556
2017-05-30T21:49:34+0000 [cowrie.telnet.transport.HoneyPotTelnetFactory] New connection: 64.138.196.32:35955 (10.8.41.81:2223) [session: TT513]
2017-05-30T21:49:35+0000 [SSHChannel None (352) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp forward to 212.23.6.67:25 with data 'QUIT\r\n'
2017-05-30T21:49:35+0000 [SSHChannel None (352) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] failed to connect: Connection refused
2017-05-30T21:49:35+0000 [SSHChannel None (352) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] sending close 352
2017-05-30T21:49:35+0000 [SSHChannel None (352) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote eof
2017-05-30T21:49:35+0000 [SSHChannel None (352) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote close
2017-05-30T21:49:35+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:49:35+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 104.44.194.231:25 from localhost:5556
2017-05-30T21:49:36+0000 [CowrieTelnetTransport,513,64.138.196.32] login attempt: 8
2017-05-30T21:49:36+0000 [CowrieTelnetTransport,513,64.138.196.32] login return, expect: [root/7ujMko0admin]
2017-05-30T21:49:37+0000 [CowrieTelnetTransport,513,64.138.196.32] login attempt [admin/1111111] failed
2017-05-30T21:49:37+0000 [CowrieTelnetTransport,513,64.138.196.32] Warning: state changed and new state returned
2017-05-30T21:49:38+0000 [CowrieTelnetTransport,513,64.138.196.32] login attempt: 9
2017-05-30T21:49:38+0000 [CowrieTelnetTransport,513,64.138.196.32] login return, expect: [root/7ujMko0admin]
2017-05-30T21:49:39+0000 [CowrieTelnetTransport,513,64.138.196.32] login attempt [enable\x00/system\x00] failed
2017-05-30T21:49:40+0000 [CowrieTelnetTransport,513,64.138.196.32] Warning: state changed and new state returned
2017-05-30T21:49:40+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:49:40+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 104.44.194.234:25 from localhost:5556
2017-05-30T21:49:40+0000 [CowrieTelnetTransport,513,64.138.196.32] login attempt: 10
2017-05-30T21:49:40+0000 [CowrieTelnetTransport,513,64.138.196.32] login return, expect: [root/7ujMko0admin]
2017-05-30T21:49:42+0000 [CowrieTelnetTransport,513,64.138.196.32] login attempt [shell\x00/sh\x00] failed
2017-05-30T21:49:42+0000 [CowrieTelnetTransport,513,64.138.196.32] Warning: state changed and new state returned
2017-05-30T21:49:44+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] got channel 'direct-tcpip' request
2017-05-30T21:49:44+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] direct-tcp connection request to 87.240.165.81:443 from localhost:5556
2017-05-30T21:49:44+0000 [SSHChannel None (104) on SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] direct-tcp forward to 87.240.165.81:443 with data "\x16\x03\x01\x01.\x01\x00\x01*\x03\x03\x80i\x879\xa6\xbd\xff6\xa7\xf7\xda\x9f\x0f1\xf4d[?\x10\xb2k\x08\x85q\xf9\x1d\xf0m\xc7\xa7\xbf<\x00\x00\xac\xc00\xc0,\xc0(\xc0$\xc0\x14\xc0\n\x00\xa5\x00\xa3\x00\xa1\x00\x9f\x00k\x00j\x00i\x00h\x009\x008\x007\x006\x00\x88\x00\x87\x00\x86\x00\x85\xc02\xc0.\xc0*\xc0&\xc0\x0f\xc0\x05\x00\x9d\x00=\x005\x00\x84\xc0/\xc0+\xc0'\xc0#\xc0\x13\xc0\t\x00\xa4\x00\xa2\x00\xa0\x00\x9e\x00g\x00@\x00?\x00>\x003\x002\x001\x000\x00\x9a\x00\x99\x00\x98\x00\x97\x00E\x00D\x00C\x00B\xc01\xc0-\xc0)\xc0%\xc0\x0e\xc0\x04\x00\x9c\x00<\x00/\x00\x96\x00A\x00\x07\xc0\x11\xc0\x07\xc0\x0c\xc0\x02\x00\x05\x00\x04\xc0\x12\xc0\x08\x00\x16\x00\x13\x00\x10\x00\r\xc0\r\xc0\x03\x00\n\x00\xff\x01\x00\x00U\x00\x0b\x00\x04\x03\x00\x01\x02\x00\n\x00\x1c\x00\x1a\x00\x17\x00\x19\x00\x1c\x00\x1b\x00\x18\x00\x1a\x00\x16\x00\x0e\x00\r\x00\x0b\x00\x0c\x00\t\x00\n\x00#\x00\x00\x00\r\x00 \x00\x1e\x06\x01\x06\x02\x06\x03\x05\x01\x05\x02\x05\x03\x04\x01\x04\x02\x04\x03\x03\x01\x03\x02\x03\x03\x02\x01\x02\x02\x02\x03\x00\x0f\x00\x01\x01"
2017-05-30T21:49:44+0000 [SSHChannel None (104) on SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] failed to connect: Connection refused
2017-05-30T21:49:44+0000 [SSHChannel None (104) on SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] sending close 104
2017-05-30T21:49:47+0000 [SSHChannel None (353) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote eof
2017-05-30T21:49:47+0000 [SSHChannel None (353) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote close
2017-05-30T21:49:47+0000 [SSHChannel None (353) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] sending close 353
2017-05-30T21:49:54+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:49:54+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 207.46.8.199:25 from localhost:5556
2017-05-30T21:49:59+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:49:59+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 104.44.194.235:25 from localhost:5556
2017-05-30T21:50:01+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:50:01+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 65.54.188.110:25 from localhost:5556
2017-05-30T21:50:04+0000 [SSHChannel None (354) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp forward to 188.125.69.79:25 with data 'QUIT\r\n'
2017-05-30T21:50:04+0000 [SSHChannel None (354) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] failed to connect: Connection refused
2017-05-30T21:50:04+0000 [SSHChannel None (354) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] sending close 354
2017-05-30T21:50:04+0000 [SSHChannel None (354) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote eof
2017-05-30T21:50:04+0000 [SSHChannel None (354) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote close
2017-05-30T21:50:13+0000 [CowrieTelnetTransport,513,64.138.196.32] Connection lost after 38 seconds
2017-05-30T21:50:13+0000 [cowrie.telnet.transport.HoneyPotTelnetFactory] New connection: 64.138.196.32:44660 (10.8.41.81:2223) [session: TT514]
2017-05-30T21:50:15+0000 [CowrieTelnetTransport,514,64.138.196.32] login attempt: 11
2017-05-30T21:50:15+0000 [CowrieTelnetTransport,514,64.138.196.32] login return, expect: [root/7ujMko0admin]
2017-05-30T21:50:16+0000 [CowrieTelnetTransport,514,64.138.196.32] login attempt [root/vizxv] failed
2017-05-30T21:50:16+0000 [CowrieTelnetTransport,514,64.138.196.32] Warning: state changed and new state returned
2017-05-30T21:50:17+0000 [CowrieTelnetTransport,514,64.138.196.32] login attempt: 12
2017-05-30T21:50:17+0000 [CowrieTelnetTransport,514,64.138.196.32] login return, expect: [root/7ujMko0admin]
2017-05-30T21:50:19+0000 [CowrieTelnetTransport,514,64.138.196.32] login attempt [enable\x00/system\x00] failed
2017-05-30T21:50:19+0000 [CowrieTelnetTransport,514,64.138.196.32] Warning: state changed and new state returned
2017-05-30T21:50:19+0000 [SSHChannel None (355) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote eof
2017-05-30T21:50:19+0000 [SSHChannel None (355) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote close
2017-05-30T21:50:19+0000 [SSHChannel None (355) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] sending close 355
2017-05-30T21:50:19+0000 [CowrieTelnetTransport,514,64.138.196.32] login attempt: 13
2017-05-30T21:50:19+0000 [CowrieTelnetTransport,514,64.138.196.32] login return, expect: [root/7ujMko0admin]
2017-05-30T21:50:21+0000 [CowrieTelnetTransport,514,64.138.196.32] login attempt [shell\x00/sh\x00] failed
2017-05-30T21:50:21+0000 [CowrieTelnetTransport,514,64.138.196.32] Warning: state changed and new state returned
2017-05-30T21:50:21+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:50:21+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 104.44.194.236:25 from localhost:5556
2017-05-30T21:50:23+0000 [SSHChannel None (356) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp forward to 66.196.118.240:25 with data 'QUIT\r\n'
2017-05-30T21:50:23+0000 [SSHChannel None (356) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] failed to connect: Connection refused
2017-05-30T21:50:23+0000 [SSHChannel None (356) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] sending close 356
2017-05-30T21:50:23+0000 [SSHChannel None (356) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote eof
2017-05-30T21:50:23+0000 [SSHChannel None (356) on SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] remote close
2017-05-30T21:50:29+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,14,91.195.103.202] got channel 'direct-tcpip' request
2017-05-30T21:50:29+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,14,91.195.103.202] direct-tcp connection request to 217.69.139.150:25 from localhost:5556
2017-05-30T21:50:36+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:50:36+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 173.194.67.26:25 from localhost:5556
2017-05-30T21:50:37+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:50:37+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 173.194.67.26:25 from localhost:5556
2017-05-30T21:50:37+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:50:37+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 173.194.67.26:25 from localhost:5556
2017-05-30T21:50:39+0000 [cowrie.telnet.transport.HoneyPotTelnetFactory] New connection: 134.249.27.58:49915 (10.8.41.81:2223) [session: TT515]
2017-05-30T21:50:40+0000 [CowrieTelnetTransport,515,134.249.27.58] first time for 134.249.27.58, need: 1
2017-05-30T21:50:40+0000 [CowrieTelnetTransport,515,134.249.27.58] login attempt: 1
2017-05-30T21:50:41+0000 [CowrieTelnetTransport,515,134.249.27.58] login attempt [root/root] succeeded
2017-05-30T21:50:43+0000 [CowrieTelnetTransport,515,134.249.27.58] Opening TTY Log: log/tty/20170530-215043-None-515i.log
2017-05-30T21:50:43+0000 [CowrieTelnetTransport,515,134.249.27.58] Warning: state changed and new state returned
2017-05-30T21:50:43+0000 [CowrieTelnetTransport,515,134.249.27.58] Received unhandled keyID: '\x00'
2017-05-30T21:50:43+0000 [CowrieTelnetTransport,515,134.249.27.58] CMD: enable
2017-05-30T21:50:43+0000 [CowrieTelnetTransport,515,134.249.27.58] Command found: enable 
2017-05-30T21:50:43+0000 [CowrieTelnetTransport,515,134.249.27.58] Reading txtcmd from "txtcmds/bin/enable"
2017-05-30T21:50:43+0000 [CowrieTelnetTransport,515,134.249.27.58] Received unhandled keyID: '\x00'
2017-05-30T21:50:43+0000 [CowrieTelnetTransport,515,134.249.27.58] CMD: system
2017-05-30T21:50:43+0000 [CowrieTelnetTransport,515,134.249.27.58] Command not found: system
2017-05-30T21:50:43+0000 [CowrieTelnetTransport,515,134.249.27.58] Received unhandled keyID: '\x00'
2017-05-30T21:50:43+0000 [CowrieTelnetTransport,515,134.249.27.58] CMD: shell
2017-05-30T21:50:43+0000 [CowrieTelnetTransport,515,134.249.27.58] Command not found: shell
2017-05-30T21:50:44+0000 [CowrieTelnetTransport,515,134.249.27.58] Received unhandled keyID: '\x00'
2017-05-30T21:50:44+0000 [CowrieTelnetTransport,515,134.249.27.58] CMD: sh
2017-05-30T21:50:44+0000 [CowrieTelnetTransport,515,134.249.27.58] Command found: sh 
2017-05-30T21:50:44+0000 [CowrieTelnetTransport,515,134.249.27.58] Received unhandled keyID: '\x00'
2017-05-30T21:50:44+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:50:44+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 65.55.33.119:25 from localhost:5556
2017-05-30T21:50:44+0000 [CowrieTelnetTransport,515,134.249.27.58] CMD: /bin/busybox MIRAI
2017-05-30T21:50:44+0000 [CowrieTelnetTransport,515,134.249.27.58] Command found: /bin/busybox MIRAI
2017-05-30T21:50:44+0000 [cowrie.telnet.transport.HoneyPotTelnetFactory] New connection: 185.188.206.99:47155 (10.8.41.81:2223) [session: TT516]
2017-05-30T21:50:44+0000 [CowrieTelnetTransport,515,134.249.27.58] Closing TTY Log: log/tty/20170530-215043-None-515i.log after 1 seconds
2017-05-30T21:50:44+0000 [CowrieTelnetTransport,515,134.249.27.58] honeypot terminal protocol connection lost [Failure instance: Traceback (failure with no frames): <class 'twisted.internet.error.ConnectionDone'>: Connection was closed cleanly.
	]
2017-05-30T21:50:44+0000 [CowrieTelnetTransport,515,134.249.27.58] Connection lost after 4 seconds
2017-05-30T21:50:44+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] got channel 'direct-tcpip' request
2017-05-30T21:50:44+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] direct-tcp connection request to 63.250.192.46:25 from localhost:5556
2017-05-30T21:50:45+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:50:45+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 65.54.188.110:25 from localhost:5556
2017-05-30T21:50:48+0000 [CowrieTelnetTransport,516,185.188.206.99] login attempt: 73
2017-05-30T21:50:48+0000 [CowrieTelnetTransport,516,185.188.206.99] login return, expect: [root/root]
2017-05-30T21:50:50+0000 [CowrieTelnetTransport,516,185.188.206.99] login attempt [root/root] succeeded
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Opening TTY Log: log/tty/20170530-215052-None-516i.log
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Warning: state changed and new state returned
2017-05-30T21:50:52+0000 [SSHChannel None (122) on SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] remote eof
2017-05-30T21:50:52+0000 [SSHChannel None (122) on SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] remote close
2017-05-30T21:50:52+0000 [SSHChannel None (122) on SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] sending close 122
2017-05-30T21:50:52+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] got channel 'direct-tcpip' request
2017-05-30T21:50:52+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] direct-tcp connection request to 63.250.192.46:25 from localhost:5556
2017-05-30T21:50:52+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:50:52+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 74.125.132.26:25 from localhost:5556
